parcel_address_reg,parcel_address_prv,parcel_address_mun,parcel_address_brgy,Rainfed Upland_parcelno,Irrigated_parcelno,Rainfed Lowland_parcelno,Undefined_parcelno,All ecosystem_parcelno,Rainfed Upland_farmerno,Irrigated_farmerno,Rainfed Lowland_farmerno,Undefined_farmerno,All ecosystem_farmerno,Rainfed Upland_area,Irrigated_area,Rainfed Lowland_area,Undefined_area,All ecosystem_area
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LAPAZ,1,1,5,NA,7,1,1,5,NA,7,0.5,0.5,3,NA,4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LABUAN,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LAMISAHAN,1,NA,NA,NA,1,1,NA,NA,NA,1,0.005,NA,NA,NA,0.005
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LATUAN(CURUAN),40,2,21,2,65,40,2,21,2,65,28.625,2.75,34.5,1,66.875
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LICOMO,52,10,46,4,112,52,10,46,4,112,53.605,17.5,35.6,7.5,114.205
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LIMAONG,47,5,106,31,189,47,5,106,31,189,55.525,8,155.35,43.05,261.925
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LIMPAPA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LUBIGAN,1,2,NA,NA,3,1,2,NA,NA,3,1,2,NA,NA,3
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LUMBANGAN,1,NA,NA,NA,1,1,NA,NA,NA,1,0.025,NA,NA,NA,0.025
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,LUNZURAN,NA,6,NA,NA,6,NA,6,NA,NA,6,NA,3.75,NA,NA,3.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,MANGUSU,26,16,174,19,235,26,16,172,19,233,27.625,14.5,193.63,21.45,257.205
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,MANICAHAN,19,153,8,8,188,19,148,6,6,179,22.35,177.82,7.1,7.1,214.37
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,MERCEDES,18,42,6,2,68,18,41,5,2,66,25.45,66.4259,8.05,6.5,106.4259
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,MUTI,3,2,6,NA,11,3,2,6,NA,11,1.2,1.5,2.15,NA,4.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,PAMUCUTAN,1,14,NA,NA,15,1,14,NA,NA,15,0.8,18.55,NA,NA,19.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,PANUBIGAN,NA,1,7,11,19,NA,1,7,11,19,NA,0.7,2.85,5.45,9
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,PASOBOLONG,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,PATALON,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,3.5,NA,NA,3.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,PUTIK,1,10,NA,NA,11,1,10,NA,NA,11,0.5,12.2,NA,NA,12.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,QUINIPUT,53,78,21,9,161,53,77,21,9,160,42.266,94.09779999999999,22.6,11.75,170.7138
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,RECODO,NA,15,1,NA,16,NA,15,1,NA,16,NA,14,1.5,NA,15.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SANJOSECAWA-CAWA,1,1,NA,NA,2,1,1,NA,NA,2,0.5,1.1,NA,NA,1.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SANROQUE,1,3,NA,NA,4,1,3,NA,NA,4,1.5,3.5,NA,NA,5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SANGALI,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1.5,NA,NA,1.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SANTAMARIA,1,12,NA,NA,13,1,12,NA,NA,13,1,12.7,NA,NA,13.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SIBULAO(CARUAN),172,47,51,26,296,169,46,49,20,284,128.005,68.68,55.3,29.75,281.735
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,SINUBUNG,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,1.7799999999999998,NA,1.7799999999999998
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TAGASILAY,32,1,18,3,54,32,1,18,3,54,30.68,1,20.45,4.5,56.63
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TAGUITI,8,NA,1,NA,9,8,NA,1,NA,9,13,NA,5,NA,18
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TALABAAN,16,71,12,NA,99,16,71,12,NA,99,20.7,112.15,18.25,NA,151.1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TALISAYAN,NA,43,NA,4,47,NA,39,NA,3,42,NA,47.73,NA,3.4,51.13
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TALON-TALON,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TETUAN,NA,1,2,NA,3,NA,1,2,NA,3,NA,2,1.5,NA,3.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TICTAPUL,45,19,26,19,109,39,17,26,15,97,47.96,22.7,26.3,33.3,130.26
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TIGBALABAG,50,14,12,NA,76,46,14,12,NA,72,37.65,17.75,11.25,NA,66.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TOLOSA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TUGBUNGAN,1,11,2,NA,14,1,11,2,NA,14,1,14.7,2,NA,17.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TULUNGATUNG,4,32,NA,12,48,4,32,NA,12,48,5.1,40.4,NA,13.6,59.1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TUMAGA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,TUMITUS,24,1,59,17,101,24,1,59,17,101,36.5,2,93.75,25,157.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,VICTORIA,1,2,2,NA,5,1,2,2,NA,5,0.25,1.8,0.5,NA,2.55
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,VITALI,260,111,32,19,422,259,103,31,19,412,258.035,149.1,44.5,21.95,473.585
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,ALEGRIA,26,8,16,1,51,26,8,16,1,51,25,7,16.5,1,49.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,BAGONGBUHAY,22,2,30,16,70,22,2,29,16,69,18.5,1.5,37.325,14.5,71.825
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,BELLA,8,102,127,4,241,8,96,123,4,231,7.25,135.85,130.04,4.5,277.64
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,CALADES,22,9,54,NA,85,21,9,53,NA,83,22.5,8.75,55.55,NA,86.8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,CONCEPCION,14,56,21,7,98,14,52,21,7,94,23.25,74.1,29.1,10.2,136.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,DAWA-DAWA,18,4,78,10,110,18,4,75,9,106,23,3.4,85.08,9.85,121.33
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,GULAYON,7,7,90,2,106,7,7,89,2,105,5.75,8.25,86.45,1.5,101.95
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,ILISAN,9,13,53,31,106,9,13,48,31,101,9.8,20.35,55.5,36.4,122.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,KAPATAGAN,4,NA,NA,2,6,4,NA,NA,2,6,3,NA,NA,2,5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,KAUSWAGAN,17,1,2,2,22,17,1,2,2,22,12.375,0.5,2.5,1.1,16.475
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,KAWAYAN,25,27,157,10,219,24,25,151,10,210,20.55,33.2,181.43,8.75,243.93
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,LAPAZ,7,5,34,1,47,7,5,33,1,46,4,2.75,31.75,1.5,40
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,LAMBUYOGAN,1,117,15,5,138,1,113,15,5,134,1,149,12.43,8.15,170.58
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,LAPIRAWAN,2,NA,11,2,15,2,NA,10,2,14,8.75,NA,6.75,4,19.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,LUTIMAN,3,115,20,6,144,3,108,20,6,137,3.5,198.46,25.16,9.5,236.62
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,MILAGROSA(BALUNO),61,21,54,27,163,61,20,54,27,162,42.9,20.3,40.55,14.51,118.26
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,PANDAN-PANDAN,2,14,29,19,64,2,13,28,19,62,1.75,22.15,39.85,27.349999999999998,91.1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,PAYONGAN,15,61,58,1,135,15,56,53,1,125,14.1,76.95,63.25,0.25,154.55
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,POBLACION,4,9,29,2,44,4,9,28,2,43,3.95,10.75,29.95,4.8,49.45
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,SANTAMARIA,15,3,98,8,124,14,3,92,8,117,17.35,4,112,8.5,141.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,SANTONIÑO,21,12,81,6,120,21,12,79,6,118,14.34,9.5,69.87,3.75,97.46
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,TALAPTAP,6,13,90,12,121,6,12,86,11,115,6.75,14.216,97.85,7.95,126.766
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,TAMPALAN,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,TANDIONGMUSLIM,1,1,5,NA,7,1,1,5,NA,7,2,1,12.5,NA,15.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,TIMBANG-TIMBANG,2,4,8,1,15,2,4,7,1,14,1.35,3.8,7.5,1,13.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,AGUTAYAN,2,2,1,NA,5,2,2,1,NA,5,2.5,2.5,3,NA,8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,BAGONGBORBON,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,0.75,NA,NA,0.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,BAWANG,1,1,5,4,11,1,1,5,4,11,2,0.25,3.75,4.3,10.3
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,BLISS,3,21,17,7,48,3,21,17,7,48,4,28.25,21.11,8.15,61.51
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,BULAAN,NA,1,2,NA,3,NA,1,2,NA,3,NA,3,1.25,NA,4.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,COMPOSTELA,NA,2,1,1,4,NA,2,1,1,4,NA,9.75,1,1.4,12.15
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,DANLUGAN,NA,NA,4,NA,4,NA,NA,4,NA,4,NA,NA,5.25,NA,5.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,DATUPANAS,2,2,8,2,14,2,2,7,2,13,1.75,6,12.3,6.3,26.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,DELMONTE,4,28,17,NA,49,4,26,15,NA,45,6,26.35,22,NA,54.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,GUINTULOAN,NA,12,11,3,26,NA,11,9,3,23,NA,14.8478,13.27,3.75,31.8678
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,GUITOM,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,GUMINTA,1,NA,1,2,4,1,NA,1,2,4,2,NA,0.75,1.25,4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,LABRADOR,14,161,91,93,359,13,139,75,69,296,15.55,225.2985,141.3,155.42,537.5685
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,LANTAWAN,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.75,NA,0.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,MABUHAY,7,6,10,4,27,7,6,9,3,25,6.95,9.3,12.7,6.6276,35.577600000000004
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,MAGANAY,25,78,77,28,208,19,67,60,24,170,30.02,140.74,76.6709,44.910000000000004,292.3409
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,MANLIN,1,1,1,3,6,1,1,1,3,6,0.8,1,2,1.25,5.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,MUYO,6,95,21,52,174,6,86,18,33,143,4.55,101.9,26.49,46.32,179.26
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,PLING,7,18,52,19,96,5,17,46,16,84,7.6,16.685,53.9811,26.49,104.7561
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,POBLACION,2,15,20,3,40,2,13,19,3,37,1.75,28.905,28.48,6.2,65.335
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,SANJOSE,1,1,NA,NA,2,1,1,NA,NA,2,1.5,0.75,NA,NA,2.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,TALAIRAN,NA,3,8,4,15,NA,3,7,4,14,NA,7,14.5,3.575,25.075
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,TALAMIMI,2,NA,4,6,12,2,NA,4,6,12,3,NA,6.8,7.75,17.55
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,VILLACASTOR(GALIT),10,91,150,80,331,9,87,110,74,280,12.9,172.36,268.5345,121.419,575.2135
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,BALANGAO,4,172,13,23,212,4,138,12,23,177,22.4,261.834,24.97,31.66,340.864
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,BUTONG,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,DITAY,6,244,45,25,320,6,173,41,13,233,9.45,353.5235,85.5146,28.3458,476.8339
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,GAULAN,48,162,60,37,307,32,84,54,26,196,50.68,191.2437,106.67999999999999,54.1731,402.7768
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,GOLING,5,41,59,12,117,5,36,53,9,103,6.25,53.99,81.1,14.45,155.79
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,GUINOMAN,55,209,51,14,329,49,152,43,12,256,63.910000000000004,287.4367,61.85,14.72,427.9167
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,KAUSWAGAN,3,14,10,2,29,3,11,10,2,26,3.9000000000000004,71.91,18.4,15.100000000000001,109.31
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,LINDANG,3,30,34,11,78,3,29,31,8,71,14.84,42.35,35.95,42.6255,135.7655
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,LOBING,12,46,168,73,299,11,34,130,36,211,18.3,57.225,204.22,114.65,394.395
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,LUOP,1,32,41,32,106,1,26,34,19,80,2,51.17,54.64,66.9,174.71
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,MANANGON,5,3,76,7,91,4,3,67,7,81,3.05,8,93.685,3.35,108.085
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,MEJO,2,9,120,6,137,2,9,93,3,107,2.35,9.74,122.3,4.5,138.89
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,NATAN,13,69,92,12,186,10,52,63,11,136,15.28,68.99,104.57,17.85,206.69
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,PARADISE,4,150,16,25,195,3,122,12,21,158,7.6,244.1377,29.13,38.09,318.9577
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,PILAR,5,150,27,86,268,5,115,23,42,185,10.84,226.4336,41.74,193.5,472.5136
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,POBLACION(DIPLAHAN),3,16,33,39,91,3,16,30,32,81,5.5,20.108,39.85,49.27,114.728
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,SAMPOLIA,4,68,13,3,88,3,59,6,3,71,8.5,143.2062,22.6,4.7716,179.0778
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,SAMPOLIB,4,121,6,6,137,4,97,6,6,113,6.3,202.8483,12.26,10.3,231.7083
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,SANTACRUZ,NA,2,6,2,10,NA,2,6,2,10,NA,1.5,7.55,1.37,10.42
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,SONGCUYA,6,41,84,22,153,6,35,81,12,134,9.629999999999999,59.92,118.92999999999999,49.03,237.51
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,TINONGTONGAN,7,62,23,20,112,5,56,22,13,96,10.75,83.72,43.45,41.03,178.95
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,TUNO,1,7,19,NA,27,1,6,16,NA,23,0.5,15.9,35.89,NA,52.29
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,BALUGO,2,NA,18,13,33,2,NA,16,11,29,3.7208,NA,19.395,10.0108,33.1266
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,BALUNGISAN,12,4,2,NA,18,12,4,2,NA,18,8.25,4.5,2.25,NA,15
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,BALUYAN,25,NA,NA,12,37,24,NA,NA,12,36,22.5,NA,NA,15.05,37.55
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,CANA-AN,7,NA,3,NA,10,6,NA,3,NA,9,7.5,NA,4,NA,11.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,DUMPOC,4,NA,4,NA,8,4,NA,1,NA,5,3,NA,5,NA,8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,GANDIANGAN,3,23,85,26,137,3,18,66,14,101,3.5,42,131.18,30,206.68
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,ISRAEL(BALIANISRAEL),NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.25,NA,0.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,LAVICTORIA,13,59,92,10,174,13,54,76,8,151,20.65,69.5,111.034,10.67,211.854
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,LITTLEBAGUIO,2,1,25,1,29,2,1,23,1,27,1.25,1.5,26.56,2,31.31
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,LOWERBALURAN,4,2,16,4,26,4,2,12,3,21,4,4.5,21.75,4.35,34.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,LUMBOG,7,8,60,7,82,6,8,48,6,68,7.5,11,71.1591,6.7013,96.3604
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,LUMPANAC,7,32,62,17,118,7,30,54,13,104,6,47.2751,85.6529,22.75,161.678
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,MALILITTLEBAGUIO,2,NA,1,NA,3,2,NA,1,NA,3,3,NA,0.5,NA,3.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,POBLACION(SANTAFE),13,8,25,2,48,12,5,25,2,44,14.675,23.9,36.75,3.2,78.525
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,PULAWAN(MT.VIEW),4,NA,NA,1,5,4,NA,NA,1,5,3.75,NA,NA,0.5,4.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,SANJOSE,13,41,158,30,242,10,38,120,17,185,14.5844,56.01,162.4748,37.5459,270.6151
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,SANTABARBARA,3,8,18,3,32,3,8,16,2,29,3.5,11.0672,29.1862,2.9889,46.7423
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,UPPERBALURAN,2,NA,1,NA,3,2,NA,1,NA,3,1.5,NA,0.75,NA,2.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),BACALAN,3,24,5,3,35,3,23,5,3,34,2,18.8,5.55,3,29.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),BANGKEROHAN,1,8,6,1,16,1,8,6,1,16,1,16.4,15.3,1,33.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),BULU-AN,8,23,30,7,68,8,23,30,4,65,6.75,23.05,26.6,5.25,61.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),CAPARAN,NA,1,15,2,18,NA,1,15,2,18,NA,0.5,16.2,2.5,19.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),DOMANDAN,14,33,5,2,54,12,32,5,2,51,8.75,24.25,3,1,37
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),DONANDRES,1,9,13,2,25,1,9,13,2,25,1,10.674,28,4,43.674
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),DOÑAJOSEFA,1,2,NA,NA,3,1,2,NA,NA,3,4,2.325,NA,NA,6.325
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),GUITUAN,4,2,87,3,96,4,2,87,3,96,5.25,6.5,84.55,1.75,98.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),IPILHEIGHTS,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),LOGAN,4,57,13,4,78,4,57,13,3,77,3.2,47.45,11.25,3,64.9
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),LOWERIPILHEIGHTS,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,24.18,NA,NA,24.18
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),LOWERTAWAY,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4.2,NA,NA,4.2
